transaction_id,customer_id,timestamp,amount,currency,payment_method,merchant_category,device_id,ip_address,country,customer_age_of_account,historical_average_amount,transactions_last_10_minutes,transactions_last_1_hour,transactions_last_24_hours,device_changed_recently,location_changed_recently,previous_chargebacks,previous_failed_transactions,account_velocity,is_fraud
16bf142c-ad32-4ccc-a3ef-3e708bc16a9b,4d18ff85-885f-4f4d-ad6c-503439e96fbc,2023-01-01T07:30:00,40.29,USD,PayPal,Services,175793c7-620e-46d1-b267-41477e2f816c,152.62.0.0,US,3219,46.34,2,3,6,0,0,0,0,0.1267,0
d99b589f-19c6-403f-a538-f636f6f90004,5f1a6d9b-848e-40c6-b83d-78a37f56cad3,2023-01-01T07:31:00,19.16,USD,PayPal,Digital Goods,e6b962f9-e0eb-49af-9771-d74ee0b4410e,36.197.0.0,JP,225,22.7,3,4,4,0,0,0,1,0.1688,0
14775e6f-7ecc-4403-862b-9dc3c859ac32,659191ab-7beb-4a23-94fd-6009bed7a890,2023-01-01T07:55:00,141.85,USD,Crypto,Retail,35baddea-e2b5-4e29-9f6a-110f1bcac9d4,151.47.0.0,DE,3463,127.11,3,4,8,0,0,0,0,0.0624,0
ec5e1c23-4140-451a-8012-74637c09f40d,c3c153a8-e831-4718-b815-663718ee861d,2023-01-01T08:10:00,28.61,USD,PayPal,Retail,8af9e3b4-2457-430c-ad89-528acecf4d58,198.148.0.0,UK,998,43.25,1,3,3,0,0,0,1,0.0678,0
5ca6c2d9-0f61-42b6-996e-aa61842e20ee,213e6769-08bc-4064-b831-dfa8a49daca5,2023-01-01T09:01:00,26.24,USD,PayPal,Retail,2fb4bc8a-880c-4729-8f06-851a5db75856,133.33.0.0,US,170,20.09,4,5,6,1,0,0,1,0.2845,0
19ea1fd5-0124-4f76-900d-020bdef8559f,3f647713-a830-4378-8969-c1de12f9f4bc,2023-01-01T09:22:00,71.07,USD,Credit Card,Services,432e0dda-53af-42cb-af6f-4a486caf32a0,85.151.0.0,FR,890,49.94,2,4,8,0,0,0,1,0.157,0
990b6721-8662-4889-a37a-dd6346f362c5,9b72804c-90e3-4fb2-9e9a-6d216c849634,2023-01-01T09:49:00,21.36,USD,Crypto,Travel,172e9a73-2f08-4b3c-a221-6dc69eff24c9,45.86.0.0,US,289,34.54,2,3,8,1,0,0,0,0.2251,0
3581eb04-ac11-4de5-98b0-5c120d314b80,7d43cd3c-0f37-4963-b106-cf19bd10e500,2023-01-01T10:03:00,36.17,USD,Debit Card,Retail,7a74f43f-0764-4481-b13f-0f322ecb2bc2,180.114.0.0,DE,2116,35.08,1,1,6,0,0,0,1,0.1663,0
378ae901-ea49-4417-aba2-b3c1e286206a,4a602294-075d-4ca2-97a2-54ff787f427c,2023-01-01T11:01:00,61.21,USD,PayPal,Groceries,5ba1570c-6206-4215-8346-bbf2ea45d324,91.52.0.0,FR,1511,61.21,8,8,11,1,0,1,0,0.1768,1
6eafe8f1-ab8c-41b3-b5d2-766ce4ee68da,5a2217e2-367e-40f1-9847-99b0f0a1e05b,2023-01-01T11:17:00,66.7,USD,Crypto,Services,7f86e598-101a-40d9-9daf-4c46a5440f86,127.53.0.0,DE,2688,85.82,0,0,1,0,0,0,1,0.0115,0
9c9391c6-3fa8-46e1-878b-e1a1e0c51a97,9fc40401-8105-4d78-9c4d-34601707d28f,2023-01-01T11:20:00,30.22,USD,Crypto,Digital Goods,7f86e598-101a-40d9-9daf-4c46a5440f86,74.243.0.0,CA,2213,27.42,3,5,8,1,0,0,1,0.2815,0
8264ae63-b0fe-4cfe-abed-323ee1af4b93,37c075fa-4db8-4bb1-8f69-1a1aa9960bb8,2023-01-01T12:09:00,88.82,USD,Credit Card,Travel,8a9f789f-5ff3-4e01-bc81-86a5badf18cf,182.129.0.0,UK,3019,77.13,1,1,5,0,0,0,1,0.064,0
10caeb10-0bdc-4ffb-b562-445c92e209d5,394e3e00-5aea-4a81-9a5b-9bb1fb3d0e95,2023-01-01T12:36:00,146.56,USD,Crypto,Travel,fcf2a38e-bd76-4e6f-9ea9-ae36fc001c97,139.116.0.0,DE,608,150.03,3,3,4,0,0,0,0,0.0265,0
83846fc1-c5b7-4517-85c9-8348b45bc767,2f8e35fa-9753-42a2-8a65-bf796628b9cb,2023-01-01T12:41:00,10.0,USD,Crypto,Travel,632bf5a7-69d6-45ba-a76e-f832e36170d1,172.40.0.0,IN,2852,8.98,3,3,4,0,0,0,1,0.4008,0
cb221986-7487-4f9b-b8f6-c762b8ae8b43,a64d3554-8398-4572-9207-f28721886b9e,2023-01-01T13:27:00,15.78,USD,Crypto,Retail,d0f641e7-dbc0-4e38-a914-3e95e0ecfa01,102.115.0.0,CA,782,29.85,2,4,6,0,0,0,0,0.1945,0
6212f2e3-83e8-4e5d-a839-003215fbd387,6d8f199c-97d6-4e91-98c5-d09bb5909bbb,2023-01-01T13:28:00,34.09,USD,PayPal,Digital Goods,e734f594-7699-4b75-ab75-4c3238d6863d,106.49.0.0,FR,3493,25.47,3,5,7,0,0,0,1,0.2645,0
abe63ec0-8bae-41e2-9a21-c84262ab7ed2,008f3436-9a08-40fc-9f10-4f1614d5d689,2023-01-01T13:57:00,25.1,USD,Crypto,Digital Goods,41beb2d9-921e-4c24-9dc0-bc9e89cf09e5,199.79.0.0,FR,2291,22.3,4,4,7,0,0,0,0,0.3004,0
01293fa4-6a9a-4bde-8f92-6aba2b77c594,928bfe26-4d71-484a-ad82-f4deb0bd109a,2023-01-01T14:22:00,94.05,USD,Crypto,Travel,7cf852e9-e557-4236-bc42-e5b1130b58d8,207.229.0.0,IN,2629,76.32,1,1,5,0,1,0,0,0.0647,0
65b563cd-bd8d-4ba5-a267-1df3a2a18348,5ff812ab-547d-4e52-83d7-1ad87cf2e007,2023-01-01T15:00:00,86.17,USD,PayPal,Digital Goods,187bd638-eace-49cc-871d-ae6d4aeb4296,22.55.0.0,FR,943,81.96,1,2,4,0,0,0,1,0.0482,0
498e519b-871d-4ccb-bb36-2eb915125247,023bcd11-030c-4fc1-b73a-95416427ff76,2023-01-01T15:07:00,40.45,USD,Debit Card,Retail,3237a79e-9a4e-4468-b9e0-ccc2d42bf64c,70.49.0.0,IN,798,50.22,0,2,5,0,0,0,1,0.0976,0
a637eb59-41d2-42e0-a48b-b04be72c7c39,7e92c3b5-ed52-4b2b-9bec-a02d74c813b8,2023-01-01T16:26:00,30.34,USD,Debit Card,Digital Goods,49f7455f-9107-4986-a177-03a1263757c9,248.215.0.0,UK,1545,25.46,2,2,3,1,0,0,0,0.1134,0
73530668-a2a3-4b60-8a9a-c4e3ae9bbf95,bfa30be6-c01c-4d47-8cce-6a3c7b34e203,2023-01-01T17:02:00,15.11,USD,Credit Card,Services,c9373d05-23dd-4a72-98cb-244a17e0663e,4.223.0.0,DE,1675,13.3,4,6,8,0,0,0,1,0.5594,0
2d2bb635-db07-441a-b51e-9d7fd9c9c43a,07baa135-d966-4e41-a311-2408db66244e,2023-01-01T17:12:00,43.97,USD,Credit Card,Retail,0fc48d71-3071-41ec-9cf9-57a9118752ee,179.22.0.0,CA,3216,50.28,1,1,6,0,1,0,1,0.117,0
ca664700-a42d-49a9-b204-dcb02188d8ae,f89985c9-9dd1-419f-a024-b1fa3549d571,2023-01-01T17:26:00,62.81,USD,Crypto,Services,d0d87025-b08c-4c79-b3fc-18ca39561a9a,1.222.0.0,UK,1170,75.09,4,4,8,0,0,0,1,0.1051,0
09bdefbf-b079-40f7-b872-651276c02c12,3f647713-a830-4378-8969-c1de12f9f4bc,2023-01-01T18:05:00,49.2,USD,Credit Card,Travel,15b56046-bcff-4095-94f1-9deaad818aa9,59.187.0.0,FR,235,64.7,2,2,3,0,0,0,1,0.0457,0
da43ae5c-3aea-4d14-81d1-c6cac072fb6a,4efa9845-8717-4998-8340-a61d9baea6c2,2023-01-01T18:16:00,23.04,USD,Crypto,Services,33f2f6a5-c92e-44a7-ab21-380b5933a6a1,225.56.0.0,IN,1531,26.48,4,6,9,0,0,0,1,0.3275,0
4e5feaee-34c6-4c16-8a95-4324142a12f8,44b16048-8b1d-48ef-9c8c-93de2c479180,2023-01-01T18:22:00,14.44,USD,Crypto,Travel,dfa54941-df75-417d-a454-73f8f04ec823,121.100.0.0,JP,3007,5.0,3,4,8,0,0,0,0,1.3333,0
a1310b55-ac61-4f95-b960-fe8ad068cd5e,1a3464e7-019f-460b-857d-201834e73ca6,2023-01-01T18:35:00,18.6,USD,Credit Card,Digital Goods,c4f55128-0a6d-4178-9bd4-0494ff63ce19,29.63.0.0,DE,646,23.33,4,4,4,0,0,0,0,0.1644,0
8c50fc18-8c83-4a84-9956-2a9a5a4e548a,44bbf957-09ab-4566-91c9-141e9e17361e,2023-01-01T19:19:00,122.94,USD,Debit Card,Groceries,a84dd0be-7551-4027-899b-1119a3f95567,87.98.0.0,FR,3147,122.94,0,0,3,1,0,0,5,0.0242,1
271378c6-807b-40be-9572-3fc6d0562fdf,57dffac1-f19e-41b0-a567-2b0d3e252701,2023-01-01T19:30:00,48.58,USD,Debit Card,Digital Goods,b58b0753-549d-46df-a2af-9ea4ef37429f,223.179.0.0,FR,1234,57.12,2,3,3,0,0,0,0,0.0516,0
d983f3f5-42ed-48bc-a1de-f065d3d0e5eb,53891595-d746-4bc3-8440-fd019d96783b,2023-01-01T19:56:00,42.5,USD,Crypto,Groceries,52f7b27c-50e5-4fce-bb92-6d1b16cdaf4e,140.57.0.0,IN,1488,47.08,3,4,6,0,0,0,0,0.1248,0
9d209976-ec39-4992-be33-888e2de9e62c,55704aae-0d2a-4bfa-9eff-d272f28cdf82,2023-01-01T20:33:00,81.56,USD,Crypto,Retail,5c0668b9-cc8c-4a51-a426-133f9d1b3901,117.130.0.0,DE,3523,74.02,4,6,9,0,0,0,0,0.12,0
9722c138-2ed4-4c46-b1a7-34c5dfc2eeec,b02f2539-138a-4829-a9f9-12f101bca9cd,2023-01-01T22:12:00,16.27,USD,PayPal,Travel,d0c42cfd-2272-4a5c-83aa-f974715eaed4,117.209.0.0,UK,163,13.61,0,1,2,0,0,0,1,0.1369,0
59185da3-106d-4b2d-869f-3d5e67bd430f,75fb7310-4e05-4b43-ad38-0701edfa5801,2023-01-01T22:55:00,76.99,USD,Credit Card,Groceries,9ef5baf7-0f53-4e03-9f84-463ec26ea9b5,102.246.0.0,JP,2043,76.02,3,5,9,0,0,0,1,0.1169,0
5e12e8c0-82ec-471f-bf05-152715df3e56,16b68d55-6a26-4be6-9099-4750501ea1d9,2023-01-01T23:03:00,101.95,USD,Crypto,Retail,d0e3761a-879a-4977-85cc-ae812c6a947c,234.26.0.0,UK,3626,94.98,3,3,3,0,0,0,1,0.0313,0
ae3061c4-ac68-4fbc-a336-36a1f6eb12a9,5e20ae36-3640-40f5-a3cf-9d30c8a7a69a,2023-01-02T00:00:00,30.2,USD,Credit Card,Services,6994d4de-936e-410b-be6d-0856473329c8,104.89.0.0,FR,3442,39.76,1,1,2,0,0,0,1,0.0491,0
3ad63ccb-efc5-4138-bde8-dd9ea83d6ac3,0fad6685-d39a-4d68-98eb-f2cd36a41058,2023-01-02T00:47:00,21.31,USD,PayPal,Travel,6e910621-5c77-41e8-acea-d771fa10a5cc,39.235.0.0,UK,433,5.0,2,2,4,0,0,0,0,0.6667,0
83490407-6fcb-492c-9a46-bb555a0521bb,c2f75cb0-96c7-4f7a-ae34-0607a1637cde,2023-01-02T00:53:00,24.75,USD,Crypto,Travel,14fff488-909c-4123-943c-70147d1043b0,176.189.0.0,FR,2101,20.23,0,1,4,0,0,0,1,0.1884,0
b1b35278-f9cf-4f26-bfd6-3480d1e872bb,acff4968-0d93-4b38-8d4d-20867ad4c663,2023-01-02T01:57:00,11.46,USD,Debit Card,Retail,73947039-93af-4bd8-a460-ef99a8d1bbb4,244.163.0.0,JP,1811,14.81,2,2,7,0,0,0,1,0.4428,0
f1cb5422-2905-4ff7-aaad-f58ee494afc1,d8065e57-2fcb-4f2f-8ad9-556ac0f7408a,2023-01-02T02:19:00,80.01,USD,PayPal,Retail,62634714-d39c-4fcf-994c-8ca77c21c71b,1.35.0.0,CA,353,83.14,2,4,7,0,0,0,1,0.0832,0
e855f554-db4b-48fc-857c-e0fee536b714,9fc40401-8105-4d78-9c4d-34601707d28f,2023-01-02T02:20:00,16.6,USD,Credit Card,Digital Goods,d09960e3-3a45-4b8f-91b1-932788704eee,71.175.0.0,DE,2324,5.33,3,5,8,0,0,0,1,1.2638,0
0c41bea6-153a-4fed-b225-48e2277d4470,df311662-3e6c-4928-a4fd-ef8f2d7203f3,2023-01-02T03:05:00,64.77,USD,Debit Card,Digital Goods,bfec7722-5893-45d2-98e5-90ab6dfe840f,135.86.0.0,US,1854,60.11,0,2,4,0,0,0,0,0.0655,0
b63fc83b-f8a5-4720-a5e9-d5c75eca9494,25872dd1-7893-4ffa-8bfc-08f2f5785064,2023-01-02T03:30:00,60.77,USD,Debit Card,Retail,35b0a746-596b-409f-bcb3-017dc94b2a78,120.189.0.0,FR,46,68.21,0,1,1,0,0,0,0,0.0144,0
23be3764-458a-4118-9af0-d095d0291661,3a34915b-33bf-400e-8f87-1eeb97a817c5,2023-01-02T03:49:00,33.87,USD,Credit Card,Travel,ee56f307-445c-4247-b103-9e1aaa9e6e6b,213.173.0.0,JP,3115,37.92,0,1,1,0,0,0,1,0.0257,0
50361410-95c3-4412-ab25-5c2519458a20,068ca4ba-e90d-48ae-845d-5556d90da250,2023-01-02T05:49:00,82.97,USD,Debit Card,Travel,62a46386-325c-46f3-9e38-fbf723133597,197.215.0.0,FR,988,82.97,11,12,14,1,0,0,0,0.1667,1
9a9d2c2f-73b2-4fb8-a55e-78484f085a5e,beb32680-e5b2-41fa-8bf2-fe0a1022d8ba,2023-01-02T05:54:00,153.37,USD,PayPal,Groceries,3e10344d-7971-4cf3-85cc-2b7cb9b707ea,105.225.0.0,UK,1198,148.99,4,4,4,0,0,0,0,0.0267,0
d97058ce-3658-45de-b624-c1c702778929,9007ef16-cbec-457c-b19c-743c56eccdfb,2023-01-02T06:38:00,78.54,USD,Credit Card,Retail,e58425f9-4b63-487d-9603-31dc4f072659,105.43.0.0,DE,2715,82.14,4,6,11,0,0,0,0,0.1323,0
cc46cd90-5289-4879-81b5-0b292a5a0a5c,2babdb22-75d2-4930-8e7d-3ddf1c666503,2023-01-02T06:40:00,50.32,USD,Crypto,Groceries,3fcaf5d3-fc37-495b-97e8-73305981498a,81.88.0.0,CA,2285,44.65,3,5,9,0,0,0,1,0.1972,0
379377e1-fbe0-43af-89b0-9e647b0c796d,a6df3f1f-9dfb-4c39-87cc-f0227dbdcbec,2023-01-02T07:30:00,147.71,USD,Debit Card,Services,f838c810-f9a3-441d-b199-c9b235149e72,34.229.0.0,CA,3439,153.31,3,5,7,0,0,0,0,0.0454,0
8f2676be-3ded-4ac5-b431-42ef7391714f,9bb7c7bf-db47-438d-bece-c975b851bec1,2023-01-02T07:59:00,78.03,USD,Crypto,Digital Goods,9476faf0-5a07-4136-a66f-6ec6afd2e60c,28.243.0.0,FR,1881,83.0,1,2,2,0,0,0,1,0.0238,0
40f9b644-6507-45a5-958c-1d90c1bcffa8,c093d586-f038-4928-88d5-32c458c50f26,2023-01-02T08:20:00,38.6,USD,PayPal,Services,cd99d01b-3188-4c0b-b42c-4a832a3add8d,172.31.0.0,FR,2617,42.61,0,2,7,0,0,0,1,0.1605,0
251a1b72-8d45-402d-9cd7-58b27f6aa3fa,04feea81-9551-480c-9a26-87db49a69a90,2023-01-02T08:32:00,17.56,USD,PayPal,Travel,e4fc64a2-d789-41b0-a537-33d54d586930,117.118.0.0,CA,259,10.11,0,0,2,0,0,0,1,0.18,0
a264ecf2-66d6-43b1-8805-f09a7c581d16,a5836306-345e-4cac-bff0-854b7214dbe6,2023-01-02T08:44:00,599.24,USD,Crypto,Travel,aa4758ed-6b53-435a-92ce-d0bf473f01ad,248.73.0.0,IN,2356,599.24,1,1,2,0,1,1,3,0.0033,1
7c4be8e0-c73c-4aa8-85b5-785513df2bf1,e56cd1d8-4035-4551-aac4-1127aec3c3c0,2023-01-02T09:12:00,42.09,USD,Crypto,Groceries,4974fc64-4280-4be4-b748-ce57d74c5389,60.48.0.0,US,1859,19.38,4,6,9,0,0,0,1,0.4416,0
643f35dd-a721-4c8c-b98b-1dc993dd73a8,aac232de-0091-49a2-82c0-bcb4106531c6,2023-01-02T09:28:00,47.53,USD,Crypto,Groceries,27002cb4-b7f5-4d19-a7df-4154f28323ed,118.54.0.0,CA,504,56.68,2,2,4,0,0,0,1,0.0693,0
56c59b4d-3b9d-4a25-9ff8-2e1b16e1e984,05b55619-77af-4eec-a0b3-df4fb8709248,2023-01-02T09:33:00,130.79,USD,Credit Card,Groceries,a787a173-29c4-48b2-bf4e-66651b041175,110.28.0.0,US,986,127.3,2,3,5,0,0,0,0,0.039,0
8703119d-4244-48da-a37d-5ba108b4b421,16b68d55-6a26-4be6-9099-4750501ea1d9,2023-01-02T10:04:00,15.76,USD,Debit Card,Digital Goods,33f2f6a5-c92e-44a7-ab21-380b5933a6a1,22.169.0.0,JP,258,5.0,2,2,2,0,0,0,0,0.3333,0
8690d902-f1a6-409a-8fe0-35002ca8383c,71cc5a1c-52ec-4353-a347-42a503533ad5,2023-01-02T10:25:00,39.2,USD,Credit Card,Groceries,6e229805-aedc-42f3-bc6f-ef439fb6ed51,163.160.0.0,DE,2577,18.9,4,5,8,0,0,0,0,0.402,0
2947cb31-9907-4bd4-9a55-c36e553a3f32,46e99e38-96eb-4cda-83d3-560e1372e82b,2023-01-02T11:27:00,19.79,USD,Credit Card,Travel,35baddea-e2b5-4e29-9f6a-110f1bcac9d4,108.147.0.0,CA,3532,5.0,4,4,8,0,0,0,1,1.3333,0
77c92189-18ec-44c9-99b7-99a6c5e7dc38,91c52b75-cd1f-4937-8317-bb5a0beba94b,2023-01-02T11:37:00,100.55,USD,Credit Card,Groceries,346601a1-cb4c-4f8a-94ed-d3a64de53de9,206.125.0.0,UK,3516,85.86,4,4,6,0,0,0,0,0.0691,0
b3053633-57b5-4ac6-9c51-9c405e389f31,a5c5d17a-9008-498b-a3e0-fc2ac59dc710,2023-01-02T13:09:00,39.35,USD,Credit Card,Retail,c43a6626-d2a3-44e0-b53d-d49e50f1b0e5,239.118.0.0,FR,2912,52.11,4,6,7,0,0,0,1,0.1318,0
ec1d1b91-7248-4e67-8737-3b5a5a9decc3,78effd22-3b15-4956-9ec5-9763135c475d,2023-01-02T13:27:00,92.05,USD,Debit Card,Digital Goods,20e67e34-6702-4a25-9594-cbb8e0182c22,24.164.0.0,JP,2869,101.58,2,2,4,0,0,0,1,0.039,0
9cc11c83-cc31-476b-946b-39c751b3c025,92b53f63-c54f-456c-a998-67e3482d3082,2023-01-02T13:50:00,16.4,USD,Crypto,Retail,e9b0b026-e4b9-4d1a-a7c5-01c16d923ef7,39.124.0.0,FR,3108,23.31,3,3,8,0,0,0,0,0.3291,0
02d52365-6dce-480f-b906-2cd295e6ba26,06fc3856-022f-4271-ab66-68386f11e15c,2023-01-02T13:51:00,75.13,USD,Crypto,Retail,31cb346f-8093-4e8b-a901-38e2d1533656,157.141.0.0,CA,2347,86.21,0,2,4,0,0,0,1,0.0459,0
ad07820c-8286-4935-9acf-e6de4022bfce,69bfa261-3cbe-43a5-93c3-943ab84fe12f,2023-01-02T14:05:00,22.91,USD,Debit Card,Travel,a1b89cef-fd93-4ae1-97a4-a1c96e2bf9ca,175.84.0.0,US,1405,29.25,4,6,8,0,1,0,0,0.2645,0
ab4ee76a-9027-4c04-9544-36032eeb79cd,cdd3dea7-6331-4f28-8534-c243f8d461af,2023-01-02T14:05:00,92.93,USD,Credit Card,Travel,fbcde3ba-4ec8-489e-988e-1fddf7006742,12.90.0.0,IN,2820,90.23,2,3,4,1,0,0,1,0.0438,0
d7a68b82-1e9e-465c-895d-218161bf04f0,3a9aad4a-69e5-4738-82aa-25b9521a1a86,2023-01-02T14:27:00,27.63,USD,PayPal,Services,f42bd6ec-5b55-4c46-88fe-52ab65e78e9f,22.88.0.0,DE,954,36.55,1,2,7,0,0,0,0,0.1864,0
65a58d8f-4de6-48ed-9c43-63eab030cf71,951d56c7-7278-462d-ad03-3eeda7ac5649,2023-01-02T14:56:00,49.62,USD,Credit Card,Digital Goods,61e194ac-1eee-4566-aac6-38ad7ef738ce,151.130.0.0,US,3297,53.88,1,3,4,0,0,0,0,0.0729,0
9b74b51f-05b8-4402-b0ac-43dfdc8ae7d3,3f78ad11-6fec-46df-880b-e393b2e55cf3,2023-01-02T16:25:00,112.11,USD,Debit Card,Digital Goods,761f31a6-d85a-4c4d-aa3a-89a19c2beb54,112.74.0.0,JP,2580,107.37,2,4,6,0,0,0,1,0.0554,0
e1c07552-d4cb-45a4-b77a-e7f668633214,dbf31d53-abe7-4fa2-8dd8-51f4b9991ab8,2023-01-02T18:17:00,66.92,USD,Credit Card,Services,d8b922b2-5f63-4126-84d2-c62a09b06546,146.35.0.0,IN,1387,84.96,1,2,7,0,0,0,0,0.0814,0
441641e7-29e2-43cb-8df3-dd48984c676b,5fefd75a-a1b3-4dba-a77b-243db4f73930,2023-01-02T18:32:00,647.03,USD,PayPal,Digital Goods,27aabb85-ee55-47f2-85f0-be59d67a4a8b,138.102.0.0,IN,1358,132.98,4,5,6,1,0,0,1,0.0448,1
83f576ab-9ed5-4b46-bdd6-a7aae070b584,ac583c89-eaa9-48da-80b4-1831b94e199c,2023-01-02T18:40:00,73.51,USD,PayPal,Retail,e74648a3-844a-450d-96fe-4ed3b9cc95b0,221.199.0.0,IN,2392,65.06,3,5,6,0,0,0,1,0.0908,0
eac483f8-353e-4e40-b99a-dada0096f5be,f24f8d7d-3cdc-4ca6-8f17-6f066cae6381,2023-01-02T18:57:00,15.64,USD,Credit Card,Groceries,fc4a007e-7ef0-41b4-b4fc-d9c3f354335b,111.2.0.0,FR,1873,7.02,1,1,1,0,0,0,0,0.1247,0
9a2bf389-307a-4761-9231-92e1b98efc0a,7c2cfc23-df01-442e-9e84-a5a1c0eae84a,2023-01-02T19:03:00,30.06,USD,Crypto,Travel,3685c4bb-8f76-4084-9755-ca30da7e3844,27.241.0.0,JP,410,27.51,1,1,5,0,0,0,0,0.1754,0
7f3b14ba-238c-4622-a54c-fd448d497ae7,055e44e4-6fb7-42e2-810a-b38778fa3627,2023-01-02T20:01:00,241.16,USD,Debit Card,Retail,ce871c24-7e46-4687-920e-a62ea72c792b,73.6.0.0,FR,89,241.16,8,10,10,1,0,1,0,0.0413,1
55ca2431-9342-4d1f-80e8-dc28b7c328d2,4a72edd1-1a41-4070-9095-784edf923d8d,2023-01-02T20:12:00,78.24,USD,Credit Card,Retail,6a8859e9-e97f-4f29-b61e-94c368362089,6.152.0.0,CA,2159,76.7,3,4,7,1,0,0,1,0.0901,0
b4024616-0ce6-4376-b968-74526f5c653e,598c4e70-e3d6-4ac8-acdd-861eb2af016c,2023-01-02T20:39:00,76.6,USD,PayPal,Groceries,f4b3d840-85b8-4c27-ae68-3b388a25a5d9,235.112.0.0,US,2417,67.08,3,3,3,0,0,0,1,0.0441,0
17b4678a-53af-4c7e-b9e2-232c6c91d62d,d4c6392d-3ef9-4eb4-89a0-a257c450236b,2023-01-02T20:54:00,107.55,USD,Debit Card,Groceries,5efed2b4-2664-41a9-a79f-6d39678e558d,166.184.0.0,IN,1022,99.1,1,2,7,0,0,0,0,0.0699,0
